timedelta,n_tokens_title,n_tokens_content,n_unique_tokens,num_hrefs,num_self_hrefs,num_imgs,num_videos,average_token_length,num_keywords,LDA_00,LDA_01,LDA_02,LDA_03,LDA_04,global_subjectivity,global_sentiment_polarity,title_subjectivity,title_sentiment_polarity,shares,self_reference,positive_polarity,negative_polarity,keyword_behaviour,bus,entertainment,lifestyle,socmed,tech,world,Weekend
-0.736,0.0,0.857523181507931,-0.823544472627895,-0.13824298483573616,-0.736965594166206,1.0,0.8332744432799045,-1.1394502712813726,0.0,0.0288703573632,0.0285805172986,0.0287950517953,0.0286278705441,0.885126202999,-0.04441316995389946,-0.4324938409414886,0.0,0.0,7.090076835776092,2.4121237814245275,0.2790770236028941,-0.4465318248787612,-1.1470889049449309,False,False,True,False,False,False,False
0.808,-0.3333333333333333,1.0226109313132272,-0.6326912174901864,-2.1117351175962957,-1.3219280948873624,-0.516899350936764,0.0,1.209975400688036,-2.0,0.2,0.2,0.2,0.2,0.2,-0.5289918674148559,0.1079495252957483,0.0,0.0,7.549609165154532,-4.471800329375499,0.1845927354785183,0.25028462940458135,0.5377109295213889,False,False,False,True,False,False,True
-0.3333333333333333,0.6666666666666666,0.6791655795505491,-2.2108802406376955,-0.46799133962426287,0.4854268271702419,2.540011059695076,0.0,1.4527949740708204,0.3333333333333333,0.0250513344421,0.0250069745497,0.28032476705,0.0250039616252,0.644612962333,-1.4655258628754853,-0.858682271504435,0.0,0.0,7.7406644019172415,0.19949329968492135,-0.3851527603080358,1.0056646681342445,-0.017219019236513144,False,False,False,False,True,False,False
-0.856,0.0,1.3711970576168604,-0.6219641767078089,2.0852272503568545,2.765534746362978,1.8693314516021047,0.8332744432799045,0.0998445793884154,-0.6666666666666666,0.0400028358626,0.0417729882678,0.257987345303,0.620231211493,0.0400056190736,0.7336870534360617,-0.23128915762453958,0.722222222222,0.188888888889,6.84587987526405,0.3681277510453515,0.4290925616915899,-0.9229066509331403,-0.2642175427090485,False,True,False,False,False,False,False
0.9573333333333334,0.0,0.6825748608671166,-0.4125488987040757,1.6057093815439751,2.7224660244710917,3.01768175673778,0.0,-0.25100251385495514,1.0,0.0203276088157,0.587438125026,0.0200276466161,0.352204664429,0.0200019551133,0.19232643077332418,-0.29670806788623555,0.666666666667,0.333333333333,6.802394763324311,-0.18039889212089125,0.031368030834825665,-0.2366328051209932,-0.991502775493307,False,False,True,False,False,False,True
-0.432,1.0,1.0889970576125987,-0.8432834687917868,-1.2022603055872114,-0.736965594166206,0.36674592598187195,0.8332744432799045,0.6690012725004804,0.06752956216043465,0.0333341579218,0.0333337050893,0.520097654763,0.0333335461036,0.379900936122,-1.0867675273094826,-1.179077674943091,0.0,0.0,7.3777589082278725,-0.15651934335538933,-0.6186162718541858,-0.20678870293213478,1.1602613693593984,False,False,False,False,False,True,False
-0.42933333333333334,0.3333333333333333,-0.2767439207257337,-0.09845804382256008,-1.579726457220558,-0.736965594166206,1.2503912029005078,0.0,-0.9441680401295774,0.06752956216043465,0.0259888233394,0.257072955357,0.1508576427,0.540279913715,0.0258006648888,0.26457748826249083,-0.18348339527405538,0.6,0.225,6.740519359606223,-0.5549026688323849,-0.8615719312331893,0.8821399371088694,0.6748471128274437,False,False,True,False,False,False,False
0.328,1.0,0.38328905434024646,-0.03309880957378917,1.7516479591210266,0.4854268271702419,0.0,0.0,1.0533033245223942,0.0,0.885210235712,0.0285902385961,0.0285988813642,0.0286595417525,0.0289411025756,-0.7485626415970422,0.6409669393429707,0.0666666666667,0.0333333333333,6.771935555839602,0.5904071959341276,0.3151450519340414,-0.4340373693270648,-0.8237743858775528,False,False,True,False,False,False,False
0.7546666666666667,0.3333333333333333,0.6396655773804645,-0.7794791881126087,1.7857302597867606,2.8479969065549504,1.8693314516021047,0.0,-0.07180542579996677,0.0,0.42350037969,0.0294542946762,0.308620197568,0.20985298718,0.0285721408856,0.15056408823379688,-0.3284821874798918,0.4375,0.1875,9.539644119118783,2.2015828483586692,-0.11666235197613982,-0.7390156707529226,4.29927135954052,False,False,False,True,False,False,True
-0.68,-1.0,-1.025167497645633,0.8057234740895345,-1.579726457220558,-0.736965594166206,0.0,0.0,0.9250177671108778,-0.6666666666666666,0.240269841808,0.0400032453455,0.0400013851839,0.239426558796,0.440298968866,-1.635683327681825,-1.3491066205798994,0.0,0.0,3.091042453358316,-0.37899743918455153,-0.8152534007260346,-0.10690980578539966,0.41122603941349134,True,False,False,False,False,False,False
1.0,-0.6666666666666666,0.9383604115854554,-0.20648463450522656,1.3032404875490855,2.0000000000000004,1.963806566573723,0.8332744432799045,0.16042265240836776,-0.3333333333333333,0.0333860569398,0.0334265786318,0.0333514804675,0.866498875449,0.0333370085123,1.3197053755701305,-0.49818839722631797,0.0,0.0,7.313220387090301,0.21266197016220703,1.0984187436032076,-0.9644838004854784,-0.43840262710149003,False,False,True,False,False,False,False
-0.3973333333333333,1.3333333333333333,-0.0738224271383845,0.0830672978355222,0.34424678740193904,0.4854268271702419,1.0,2.5745627533903166,-0.6960169052864844,0.3333333333333333,0.0250009931387,0.0250067949118,0.649942905601,0.275047919912,0.0250013864367,0.05552156714848455,-0.026511812763822078,0.0,0.0,6.620073206530356,-0.2844380864994678,0.36450681747362335,-1.0071495265480328,0.15630294947157836,False,False,False,False,False,True,False
0.10666666666666667,0.3333333333333333,-1.0317882710383917,1.3066350897684966,-0.6702516452114738,-0.32192809488736235,1.0,0.8332744432799045,-0.5359237619178243,-0.6666666666666666,0.839984346364,0.0400022036968,0.0400012016251,0.0400113357032,0.0400009126106,-0.3257922943140571,-0.7595360297150827,0.4,0.1,6.584791392385716,2.4311840683001287,-1.2992820445192632,-0.27047358755684564,2.9772332798272627,True,False,False,False,False,False,False
